theta_a,theta_f,coverage,correctness,product,f1,false_alarm_pct,accuracy,refused
0.38,0.8000000000000002,0.8289351851851852,0.5548729405194079,0.45995370370370364,0.3330543933054393,28.333333333333332,55.48729405194079,739
0.31,0.6900000000000001,0.8527777777777777,0.5390879478827362,0.4597222222222222,0.3611738148984198,33.645833333333336,53.90879478827362,636
0.27,0.63,0.8650462962962963,0.5311747390955311,0.4594907407407407,0.37339055793991416,36.18055555555556,53.11747390955311,583
0.28,0.65,0.861574074074074,0.5333154218162278,0.4594907407407407,0.36996735582154516,35.520833333333336,53.33154218162278,598
0.29000000000000004,0.67,0.8583333333333333,0.535059331175836,0.45925925925925926,0.365710080941869,34.89583333333333,53.5059331175836,612
0.35000000000000003,0.7700000000000001,0.8354166666666667,0.5494596841230258,0.4590277777777778,0.3443548387096774,30.138888888888886,54.945968412302584,711
0.26,0.61,0.8692129629629629,0.5280958721704394,0.45902777777777776,0.3751763046544429,37.15277777777778,52.80958721704394,565
0.28,0.66,0.8597222222222223,0.5336564351103931,0.4587962962962963,0.36926438455935906,35.34722222222222,53.36564351103931,606
0.34,0.7600000000000001,0.8368055555555556,0.5479944674965422,0.45856481481481487,0.34900398406374505,30.520833333333336,54.79944674965422,705
0.32,0.7200000000000001,0.8435185185185186,0.5436333699231614,0.4585648148148148,0.35766705291618384,32.22222222222222,54.363336992316135,676
0.38,0.8100000000000002,0.8236111111111111,0.5567734682405846,0.4585648148148148,0.3320626853028378,27.743055555555557,55.67734682405846,762
0.37,0.8000000000000002,0.8261574074074074,0.5547772485289997,0.4583333333333333,0.3337526205450734,28.333333333333332,55.47772485289997,751
0.26,0.62,0.8655092592592593,0.5292859053222787,0.45810185185185187,0.375,36.736111111111114,52.92859053222787,581
0.31,0.7000000000000001,0.8483796296296297,0.5399727148703957,0.45810185185185187,0.35942249240121577,33.229166666666664,53.99727148703957,655
0.33,0.7400000000000001,0.8393518518518519,0.5457804743519029,0.45810185185185187,0.3543708349666797,31.25,54.57804743519029,694
0.32,0.7300000000000001,0.8391203703703703,0.5459310344827586,0.4581018518518518,0.3590342679127726,31.631944444444443,54.59310344827586,695
